EnsemblID;Name;Sequence;Comments;Phenotype;Chromosome;GeneSymbol;IsInheritanceKnown
ENSG00000115085;Zeta-chain associated protein kinase, 70kD (syk-related tyrosine kinase);NotRelevant;;Autoimmune disease, multisystem, infantile-onset, 2, 617006 (3), Autosomal recessiveImmunodeficiency 48, 269840 (3);chr2;ZAP70, SRK, ADMIO2, IMD48;True
ENSG00000168658;von Willebrand factor A domain-containing protein 3B;NotRelevant;mutation identified in 1 SCAR22 family;?Spinocerebellar ataxia, autosomal recessive 22, 616948 (3), Autosomal recessive?Spinocerebellar ataxia, autosomal recessive 22, 616948 (3);chr2;VWA3B, SCAR22;True
ENSG00000144191;Cyclic nucleotide-gated channel, alpha-3;NotRelevant;;Achromatopsia 2, 216900 (3), Autosomal recessiveAchromatopsia 2, 216900 (3);chr2;CNGA3, CNG3, ACHM2;True
ENSG00000183513;Cytochrome c oxidase assembly factor 5;NotRelevant;mutation identified in 1 CEMCOX3 family;?Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3, 616500 (3), Autosomal recessive?Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3, 616500 (3);chr2;COA5, C2orf64, PET191, CEMCOX3;True
ENSG00000135951;Testis-specific protein 10;NotRelevant;mutation identified in 1 SPGF26;?Spermatogenic failure 26, 617961 (3), Autosomal recessive?Spermatogenic failure 26, 617961 (3);chr2;TSGA10, SPGF26;True
ENSG00000144182;Lipoyltransferase 1;NotRelevant;;Lipoyltransferase 1 deficiency, 616299 (3), Autosomal recessiveLipoyltransferase 1 deficiency, 616299 (3);chr2;LIPT1, LIPT1D;True
ENSG00000115665;Solute carrier family 5 (choline transporter), member 7;NotRelevant;;Myasthenic syndrome, congenital, 20, presynaptic, 617143 (3), Autosomal recessiveNeuronopathy, distal hereditary motor, type VIIA, 158580 (3);chr2;SLC5A7, CHT1, HMN7A, CMS20;True
ENSG00000153201;RAN-binding protein 2;NotRelevant;;{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3), Autosomal dominant{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3);chr2;RANBP2, NUP358, ANE1, IIAE3;True
ENSG00000135960;Ectodysplasin 1, anhidrotic receptor (downless, mouse, homolog of);NotRelevant;;Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant, 129490 (3), Autosomal dominant[Hair morphology 1, hair thickness], 612630 (3);chr2;EDAR, DL, ED3, EDA3, HRM1, ECTD10A, ECTD10B;True
ENSG00000144061;Nephrocystin;NotRelevant;;Joubert syndrome 4, 609583 (3), Autosomal recessiveSenior-Loken syndrome-1, 266900 (3);chr2;NPHP1, NPH1, SLSN1, JBTS4;True
ENSG00000169679;Budding uninhibited by benzimidazoles 1, S. cerevisiae, homolog of (mitotic checkpoint gene BUB1);NotRelevant;;Colorectal cancer with chromosomal instability, somatic (3)Colorectal cancer with chromosomal instability, somatic (3);chr2;BUB1;False
ENSG00000153208;Mer tyrosine kinase protooncogene;NotRelevant;;Retinitis pigmentosa 38, 613862 (3), Autosomal recessiveRetinitis pigmentosa 38, 613862 (3);chr2;MERTK, RP38;True
ENSG00000169607;Cytoskeleton-associated protein 2-like;NotRelevant;;Filippi syndrome, 272440 (3), Autosomal recessiveFilippi syndrome, 272440 (3);chr2;CKAP2L, RADMIS;True
ENSG00000125538;Interleukin-1, beta;NotRelevant;within 430kb of IL1RN, IL1A;{Gastric cancer risk after H. pylori infection}, 137215 (3), Autosomal dominant{Gastric cancer risk after H. pylori infection}, 137215 (3);chr2;IL1B;True
ENSG00000136695;Interleukin 36 receptor antagonist;NotRelevant;;Psoriasis 14, pustular, 614204 (3), Autosomal recessivePsoriasis 14, pustular, 614204 (3);chr2;IL36RN, IL1F5, FIL1D, IL1HY1, IL1RP3, PSORP, PSORS14;True
ENSG00000136689;Interleukin-1 receptor antagonist;NotRelevant;;{Gastric cancer risk after H. pylori infection}, 137215 (3), Autosomal dominant{Microvascular complications of diabetes 4}, 612628 (3);chr2;IL1RN, MVCD4, DIRA;True
ENSG00000125618;Paired box homeotic gene-8;NotRelevant;;Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3), Autosomal dominantHypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3);chr2;PAX8;True
ENSG00000115107;Six-transmembrane epithelial antigen of prostate 3;NotRelevant;mutation identified in 1 AHMIO2 family;?Anemia, hypochromic microcytic, with iron overload 2, 615234 (3), Autosomal dominant?Anemia, hypochromic microcytic, with iron overload 2, 615234 (3);chr2;STEAP3, TSAP6, AHMIO2;True
ENSG00000074047;GLI-Kruppel family member GLI2 (oncogene GLI2);NotRelevant;;Culler-Jones syndrome, 615849 (3), Autosomal dominantHoloprosencephaly 9, 610829 (3);chr2;GLI2, HPE9, CJS;True
ENSG00000264229;RNA, U4, small nuclear, AT-AC form;NotRelevant;;Microcephalic osteodysplastic primordial dwarfism, type I, 210710 (3), Autosomal recessiveRoifman syndrome, 616651 (3);chr2;RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN;True
ENSG00000136732;Glycophorin C;NotRelevant;;[Blood group, Gerbich], 616089 (3){Malaria, resistance to}, 611162 (3);chr2;GYPC, GE, GPC;False
ENSG00000136717;Box-dependent MYC-interacting protein-1 (amphiphysin-like);NotRelevant;;Centronuclear myopathy 2, 255200 (3), Autosomal recessiveCentronuclear myopathy 2, 255200 (3);chr2;BIN1, AMPHL, CNM2;True
ENSG00000163161;Excision-repair cross-complementing rodent repair deficiency, complementation group 3;NotRelevant;;Trichothiodystrophy 2, photosensitive, 616390 (3), Autosomal recessiveXeroderma pigmentosum, group B, 610651 (3);chr2;ERCC3, XPB, TTD2;True
ENSG00000115718;Protein C (inactivator of coagulation factors Va and VIIIa);NotRelevant;;Thrombophilia due to protein C deficiency, autosomal dominant, 176860 (3), Autosomal dominantThrombophilia due to protein C deficiency, autosomal recessive, 612304 (3);chr2;PROC, PC, THPH3, THPH4;True
ENSG00000072163;LIM and senescent cell antigen-like domains 2;NotRelevant;mutation identified in 1 LGMD2W family;?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue, 616827 (3), Autosomal recessive?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue, 616827 (3);chr2;LIMS2, PINCH2, MDRCMTT;True
ENSG00000136720;Heparan sulfate 6-O-sulfotransferase 1;NotRelevant;;{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3), Autosomal dominant{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3);chr2;HS6ST1, HS6ST, HH15;True
ENSG00000136710;Coiled-coil domain-containing protein 115;NotRelevant;;Congenital disorder of glycosylation, type IIo, 616828 (3), Autosomal recessiveCongenital disorder of glycosylation, type IIo, 616828 (3);chr2;CCDC115, CCP1, CDG2O;True
ENSG00000136698;Cryptic protein;NotRelevant;;Heterotaxy, visceral, 2, autosomal, 605376 (3), Autosomal dominantHeterotaxy, visceral, 2, autosomal, 605376 (3);chr2;CFC1, CRYPTIC, HTX2;True
ENSG00000075886;Tubulin, alpha-3D;NotRelevant;;Keratoconus 9, 617928 (3), Autosomal dominantKeratoconus 9, 617928 (3);chr2;TUBA3D, KTCN9;True
ENSG00000115839;RAB3 GTPase-activating protein, catalytic subunit;NotRelevant;;Warburg micro syndrome 1, 600118 (3), Autosomal recessiveWarburg micro syndrome 1, 600118 (3);chr2;RAB3GAP1, WARBM1, P130;True
ENSG00000115850;Lactase (lactase-phlorizin hydrolase);NotRelevant;;Lactase deficiency, congenital, 223000 (3), Autosomal recessiveLactase deficiency, congenital, 223000 (3);chr2;LCT, LAC, LPH;True
ENSG00000076003;Minichromosome maintenance deficient (mis5, S. pombe) 6;NotRelevant;mutations in introns 9 and 13;Lactase persistence/nonpersistence, 223100 (3), Autosomal dominantLactase persistence/nonpersistence, 223100 (3);chr2;MCM6;True
ENSG00000115866;Aspartyl tRNA synthetase;NotRelevant;;Hypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3), Autosomal recessiveHypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3);chr2;DARS, HBSL, HBSL;True
ENSG00000121966;Chemokine (C-X-C motif) receptor 4 (neuropeptide Y receptor Y3);NotRelevant;;Myelokathexis, isolated (3)WHIM syndrome, 193670 (3);chr2;CXCR4, D2S201E, NPY3R, WHIMS;False
ENSG00000150540;Histamine N-methyltransferase;NotRelevant;;{Asthma, susceptibility to}, 600807 (3), Autosomal dominant{Asthma, susceptibility to}, 600807 (3);chr2;HNMT, MRT51;True
ENSG00000115919;Kynureninase;NotRelevant;mutation identified in 1 KYNUU family;?Hydroxykynureninuria, 236800 (3), Autosomal recessiveVertebral, cardiac, renal, and limb defects syndrome 2, 617661 (3);chr2;KYNU, KYNUU, VCRL2;True
ENSG00000169554;Zinc finger E box-binding homeobox 2;NotRelevant;;Mowat-Wilson syndrome, 235730 (3), Autosomal dominantMowat-Wilson syndrome, 235730 (3);chr2;ZEB2, ZFHX1B, SMADIP1, SIP1;True
ENSG00000115947;Origin recognition complex, subunit 4, S. cerevisiae, homolog of;NotRelevant;;Meier-Gorlin syndrome 2, 613800 (3), Autosomal recessiveMeier-Gorlin syndrome 2, 613800 (3);chr2;ORC4, ORC4L;True
ENSG00000204406;Methyl-CpG-binding domain protein 5;NotRelevant;;Mental retardation, autosomal dominant 1, 156200 (3), Autosomal dominantMental retardation, autosomal dominant 1, 156200 (3);chr2;MBD5, KIAA1461, MRD1;True
ENSG00000168280;Kinesin family member 5C;NotRelevant;;Cortical dysplasia, complex, with other brain malformations 2, 615282 (3), Autosomal dominantCortical dysplasia, complex, with other brain malformations 2, 615282 (3);chr2;KIF5C, NKHC2, CDCBM2;True
ENSG00000168288;Chromosome 2 open reading frame 25;NotRelevant;;Homocystinuria, cblD type, variant 1, 277410 (3), Autosomal recessiveMethylmalonic aciduria, cblD type, variant 2, 277410 (3);chr2;C2orf25, MMADHC;True
ENSG00000183091;Nebulin;NotRelevant;;Nemaline myopathy 2, autosomal recessive, 256030 (3), Autosomal recessiveNemaline myopathy 2, autosomal recessive, 256030 (3);chr2;NEB, NEM2;True
ENSG00000182389;Calcium channel, voltage-dependent, beta 4 subunit;NotRelevant;;{Epilepsy, idiopathic generalized, susceptibility to, 9}, 607682 (3), Autosomal dominant{Epilepsy, juvenile myoclonic, susceptibility to, 6}, 607682 (3);chr2;CACNB4, EJM6, EA5, EIG9;True
ENSG00000115159;Glycerol-3-phosphate dehydrogenase 2 (mitochondrial);NotRelevant;pseudogene on 19;{Diabetes, type 2, susceptibility to}, 125853 (3), Autosomal dominant{Diabetes, type 2, susceptibility to}, 125853 (3);chr2;GPD2;True
ENSG00000115170;Activin A receptor, type I;NotRelevant;;Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominantFibrodysplasia ossificans progressiva, 135100 (3);chr2;ACVR1, ACVRLK2, ALK2, FOP;True
ENSG00000115221;Integrin, beta-6;NotRelevant;;Amelogenesis imperfecta, type IH, 616221 (3), Autosomal recessiveAmelogenesis imperfecta, type IH, 616221 (3);chr2;ITGB6, AI1H;True
ENSG00000136535;T-box, brain, 1;NotRelevant;;Intellectual developmental disorder with autism and speech delay, 606053 (3), Autosomal dominantIntellectual developmental disorder with autism and speech delay, 606053 (3);chr2;TBR1, IDDAS;True
ENSG00000115263;Glucagon;NotRelevant;;[?Hyperproglucagonemia] (1)[?Hyperproglucagonemia] (1);chr2;GCG;False
ENSG00000115267;Interferon induced with helicase C domain 1;NotRelevant;;Aicardi-Goutieres syndrome 7, 615846 (3), Autosomal dominantSingleton-Merten syndrome 1, 182250 (3);chr2;IFIH1, MDA5, AGS7, SGMRT1;True
ENSG00000153253;Sodium channel, voltage-gated, type III, alpha polypeptide;NotRelevant;;Epilepsy, familial focal, with variable foci 4, 617935 (3), Autosomal dominantEpileptic encephalopathy, early infantile, 62, 617938 (3);chr2;SCN3A, FFEVF4, EIEE62;True
ENSG00000136531;Sodium channel, voltage-gated, type II, alpha subunit;NotRelevant;4 related genes on chr.2;Epileptic encephalopathy, early infantile, 11, 613721 (3), Autosomal dominantSeizures, benign familial infantile, 3, 607745 (3);chr2;SCN2A, SCN2A1, BFIC3, EIEE11, BFIS3, BFNIS;True
ENSG00000115339;UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3;NotRelevant;;Tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3), Autosomal recessiveTumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3);chr2;GALNT3, HHS, HFTC1;True
ENSG00000123607;Tetratricopeptide repeat domain 21B;NotRelevant;;Nephronophthisis 12, 613820 (3), Autosomal recessive, Autosomal dominantShort-rib thoracic dysplasia 4 with or without polydactyly, 613819 (3);chr2;TTC21B, THM1, NPHP12, SRTD4, ATD4;True
ENSG00000144285;Sodium channel, voltage-gated, type I, alpha polypeptide;NotRelevant;;Epilepsy, generalized, with febrile seizures plus, type 2, 604403 (3), Autosomal dominantMigraine, familial hemiplegic, 3, 609634 (3);chr2;SCN1A, GEFSP2, SMEI, FEB3A, EIEE6, FHM3;True
ENSG00000169432;Sodium channel, voltage-gated, type IX, alpha subunit;NotRelevant;;{Dravet syndrome, modifier of}, 607208 (3), Autosomal dominant{Dravet syndrome, modifier of}, 607208 (3);chr2;SCN9A, NENA, PN1, FEB3B, GEFSP7, SFNP, HSAN2D;True
ENSG00000073734;ATP-binding cassette, subfamily B, member 11 (bile salt export pump);NotRelevant;;Cholestasis, benign recurrent intrahepatic, 2, 605479 (3), Autosomal recessiveCholestasis, progressive familial intrahepatic 2, 601847 (3);chr2;ABCB11, BSEP, SPGP, PFIC2, BRIC2;True
ENSG00000081479;Low density lipoprotein-related protein 2;NotRelevant;;Donnai-Barrow syndrome, 222448 (3), Autosomal recessiveDonnai-Barrow syndrome, 222448 (3);chr2;LRP2, DBS;True
ENSG00000163093;BBS gene 5;NotRelevant;;Bardet-Biedl syndrome 5, 615983 (3), Autosomal recessiveBardet-Biedl syndrome 5, 615983 (3);chr2;BBS5;True
ENSG00000239474;Kelch-like family member 41;NotRelevant;;Nemaline myopathy 9, 615731 (3), Autosomal recessiveNemaline myopathy 9, 615731 (3);chr2;KLHL41, KBTBD10, SARCOSIN, NEM9;True
ENSG00000128683;Glutamate decarboxylase-1, brain, 67kD;NotRelevant;mutation identified in 1 CPSQ1 family;?Cerebral palsy, spastic quadriplegic, 1, 603513 (3), Autosomal recessive?Cerebral palsy, spastic quadriplegic, 1, 603513 (3);chr2;GAD1, SCP, CPSQ1;True
ENSG00000115827;DDB1- and CUL4-associated factor 17;NotRelevant;;Woodhouse-Sakati syndrome, 241080 (3), Autosomal recessiveWoodhouse-Sakati syndrome, 241080 (3);chr2;DCAF17, C20orf37;True
ENSG00000115840;Solute carrier family 25 (mitochondrial carrier, Aralar), member 12;NotRelevant;;Epileptic encephalopathy, early infantile, 39, 612949 (3), Autosomal recessiveEpileptic encephalopathy, early infantile, 39, 612949 (3);chr2;SLC25A12, ARALAR, EIEE39;True
ENSG00000091409;Integrin, alpha-6;NotRelevant;;Epidermolysis bullosa, junctional, with pyloric stenosis, 226730 (3), Autosomal recessiveEpidermolysis bullosa, junctional, with pyloric stenosis, 226730 (3);chr2;ITGA6;True
ENSG00000091436;Leucine zipper- and sterile alpha motif-containing kinase;NotRelevant;;Centronuclear myopathy 6 with fiber-type disproportion, 617760 (3), Autosomal recessiveSplit-foot malformation with mesoaxial polydactyly, 616890 (3);chr2;ZAK, MLTK, MRK, SFMMP, CNM6;True
ENSG00000144354;Cell division cycle-associated 7;NotRelevant;;Immunodeficiency-centromeric instability-facial anomalies syndrome 3, 616910 (3), Autosomal recessiveImmunodeficiency-centromeric instability-facial anomalies syndrome 3, 616910 (3);chr2;CDCA7, JPO1, ICF3;True
ENSG00000115935;WAS/WASL-interacting protein family, member 1;NotRelevant;mutation identified in 1 WAS2 patient;?Wiskott-Aldrich syndrome 2, 614493 (3)?Wiskott-Aldrich syndrome 2, 614493 (3);chr2;WIPF1, WASPIP, WIP, WAS2;False
ENSG00000138435;Cholinergic receptor, nicotinic, alpha polypeptide-1, muscle;NotRelevant;;Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessiveMyasthenic syndrome, congenital, 1B, fast-channel, 608930 (3);chr2;CHRNA1, ACHRD, CMS1B, CMS1A;True
ENSG00000128656;Chimerin 1 (GTPase-activating protein, rho, 2);NotRelevant;;Duane retraction syndrome 2, 604356 (3)Duane retraction syndrome 2, 604356 (3);chr2;CHN1, CHN, ARHGAP2, RHOGAP2, DURS2;False
ENSG00000144320;Lunapark;NotRelevant;;Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum, 618090 (3), Autosomal recessiveNeurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum, 618090 (3);chr2;LNPK, KIAA1715, NEDEHCC;True
ENSG00000128714;Homeo box-D13;NotRelevant;mutation identified in 1 BDSD family;Brachydactyly, type D, 113200 (3), Autosomal dominantSynpolydactyly 1, 186000 (3);chr2;HOXD13, HOX4I, SPD1, BDSD;True
ENSG00000128710;Homeo box-D10;NotRelevant;;Charcot-Marie-Tooth disease, foot deformity of, 192950 (3), Autosomal dominantVertical talus, congenital, 192950 (3);chr2;HOXD10, HOX4D;True
ENSG00000116044;Nuclear factor, erythroid-derived 2-like 2;NotRelevant;;Immunodeficiency, developmental delay, and hypohomocysteinemia, 617744 (3), Autosomal dominantImmunodeficiency, developmental delay, and hypohomocysteinemia, 617744 (3);chr2;NFE2L2, NRF2, IMDDHH;True
ENSG00000018510;Alkylglycerone-phosphate synthase;NotRelevant;;Rhizomelic chondrodysplasia punctata, type 3, 600121 (3), Autosomal recessiveRhizomelic chondrodysplasia punctata, type 3, 600121 (3);chr2;AGPS, ADHAPS, RCDP3;True
ENSG00000128655;Phosphodiesterase 11A;NotRelevant;;Pigmented nodular adrenocortical disease, primary, 2, 610475 (3), Autosomal dominantPigmented nodular adrenocortical disease, primary, 2, 610475 (3);chr2;PDE11A, PDE11A1, PDE11A2, PDE11A3, PPNAD2;True
ENSG00000180228;Protein kinase, interferon-inducible double-stranded RNA-dependent activator;NotRelevant;;Dystonia 16, 612067 (3), Autosomal recessiveDystonia 16, 612067 (3);chr2;PRKRA, PACT, RAX, DYT16;True
ENSG00000204311;Pejvakin;NotRelevant;;Deafness, autosomal recessive 59, 610220 (3), Autosomal recessiveDeafness, autosomal recessive 59, 610220 (3);chr2;PJVK, DFNB59;True
ENSG00000155657;Titin;NotRelevant;;Cardiomyopathy, dilated, 1G, 604145 (3)Tibial muscular dystrophy, tardive, 600334 (3);chr2;TTN, CMD1G, TMD, LGMDR10, MPRM, HMERF, SALMY;False
ENSG00000188452;Ceramide kinase-like;NotRelevant;;Retinitis pigmentosa 26, 608380 (3)Retinitis pigmentosa 26, 608380 (3);chr2;CERKL, RP26;False
ENSG00000162992;Neurogenic differentiation 1;NotRelevant;;{Diabetes mellitus, noninsulin-dependent}, 125853 (3), Autosomal dominant{Diabetes mellitus, noninsulin-dependent}, 125853 (3);chr2;NEUROD1, NIDDM;True
ENSG00000162998;Frizzled-related protein;NotRelevant;;{Osteoarthritis susceptibility 1}, 165720 (3), Multifactorial{Osteoarthritis susceptibility 1}, 165720 (3);chr2;FRZB, FRZB1, SRFP3, OS1;False
ENSG00000188738;Fibrous sheath-interacting protein 2;NotRelevant;;Spermatogenic failure 34, 618153 (3), Autosomal recessiveSpermatogenic failure 34, 618153 (3);chr2;FSIP2, SPGF34;True
ENSG00000168542;Collagen III, alpha-1 polypeptide;NotRelevant;in same 35kb segment as COL5A2;Ehlers-Danlos syndrome, vascular type, 130050 (3), Autosomal dominantEhlers-Danlos syndrome, vascular type, 130050 (3);chr2;COL3A1, EDSVASC;True
ENSG00000204262;Collagen V, alpha-2 polypeptide;NotRelevant;very close to COL3A1;Ehlers-Danlos syndrome, classic type, 2, 130010 (3), Autosomal dominantEhlers-Danlos syndrome, classic type, 2, 130010 (3);chr2;COL5A2, EDSCL2;True
ENSG00000138449;Solute carrier family 40 (iron-regulated transporter), member 1;NotRelevant;;Hemochromatosis, type 4, 606069 (3), Autosomal dominantHemochromatosis, type 4, 606069 (3);chr2;SLC40A1, SLC11A3, FPN1, IREG1, HFE4;True
ENSG00000138379;Growth differentiation factor-8 (myostatin);NotRelevant;;Muscle hypertrophy, 614160 (3)Muscle hypertrophy, 614160 (3);chr2;GDF8, MSTN, MSLHP;False
ENSG00000198130;3-hydroxyisobutyryl-CoA hydrolase;NotRelevant;;3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 (3), Autosomal recessive3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 (3);chr2;HIBCH;True
ENSG00000115415;Signal transducer and activator of transcription-1;NotRelevant;;Immunodeficiency 31A, mycobacteriosis, autosomal dominant, 614892 (3), Autosomal dominantImmunodeficiency 31C, autosomal dominant, 614162 (3);chr2;STAT1, CANDF7, IMD31A, IMD31B, IMD31C;True
ENSG00000138378;Signal transducer and activator of transcription-4;NotRelevant;;{Systemic lupus erythematosus, susceptibility to, 11}, 612253 (3){Systemic lupus erythematosus, susceptibility to, 11}, 612253 (3);chr2;STAT4, SLEB11;False
ENSG00000138411;HECT, C2, and WW domains-containing E3 ubiquitin-protein ligase 2;NotRelevant;;Neurodevelopmental disorder with hypotonia, seizures, and absent language, 617268 (3), Autosomal dominantNeurodevelopmental disorder with hypotonia, seizures, and absent language, 617268 (3);chr2;HECW2, NEDL2, KIAA1301, NDHSAL;True
ENSG00000197121;Post-GPI attachment to proteins 1;NotRelevant;;Mental retardation, autosomal recessive 42, 615802 (3), Autosomal recessiveMental retardation, autosomal recessive 42, 615802 (3);chr2;PGAP1, MRT42;True
ENSG00000115524;Splicing factor 3B, subunit 1;NotRelevant;;Myelodysplastic syndrome, somatic, 614286 (3)Myelodysplastic syndrome, somatic, 614286 (3);chr2;SF3B1, SF3B155, SAP155, MDS;False
ENSG00000144381;Heat-shock 60kD protein 1;NotRelevant;;Leukodystrophy, hypomyelinating, 4, 612233 (3), Autosomal recessiveSpastic paraplegia 13, autosomal dominant, 605280 (3);chr2;HSPD1, SPG13, HSP60, HLD4;True
ENSG00000247626;Methionyl-tRNA synthetase 2;NotRelevant;mutation identified in 1 COXPD25 family;?Combined oxidative phosphorylation deficiency 25, 616430 (3), Autosomal recessiveSpastic ataxia 3, autosomal recessive, 611390 (3);chr2;MARS2, SPAX3, COXPD25;True
ENSG00000119042;Special AT-rich sequence-binding protein 2;NotRelevant;;Glass syndrome, 612313 (3), Autosomal dominantGlass syndrome, 612313 (3);chr2;SATB2, KIAA1034, GLSS;True
ENSG00000119013;NADH-ubiquinone oxidoreductase 1 beta subcomplex, 3;NotRelevant;pseudogenes on chr. 1, 9, and 14;Mitochondrial complex I deficiency, nuclear type 25, 618246 (3), Autosomal recessiveMitochondrial complex I deficiency, nuclear type 25, 618246 (3);chr2;NDUFB3, MC1DN25;True
ENSG00000003400;Caspase 10, apoptosis-related cysteine protease;NotRelevant;;Autoimmune lymphoproliferative syndrome, type II, 603909 (3), Autosomal dominantLymphoma, non-Hodgkin, somatic, 605027 (3);chr2;CASP10, MCH4, ALPS2;True
ENSG00000064012;Caspase 8, apoptosis-related cysteine protease;NotRelevant;mutation identified in 1 ALPS2B family;?Autoimmune lymphoproliferative syndrome, type IIB, 607271 (3), Autosomal recessive{Lung cancer, protection against}, 211980 (3);chr2;CASP8, MCH5, ALPS2B;True
ENSG00000155755;Transmembrane protein 237;NotRelevant;;Joubert syndrome 14, 614424 (3), Autosomal recessiveJoubert syndrome 14, 614424 (3);chr2;TMEM237, ALS2CR4, JBTS14;True
ENSG00000003393;Alsin;NotRelevant;;Amyotrophic lateral sclerosis 2, juvenile, 205100 (3), Autosomal recessiveSpastic paralysis, infantile onset ascending, 607225 (3);chr2;ALS2, ALSJ, PLSJ, IAHSP;True
ENSG00000116030;Small ubiquitin-like modifier 1;NotRelevant;mutation identified in 1 OFC10 patient;?Orofacial cleft 10, 613705 (3), Isolated cases?Orofacial cleft 10, 613705 (3);chr2;SUMO1, UBL1, SMT3, OFC10;False
ENSG00000204217;Bone morphogenetic receptor, type II;NotRelevant;;Pulmonary hypertension, familial primary, 1, with or without HHT, 178600 (3), Autosomal dominantPulmonary venoocclusive disease 1, 265450 (3);chr2;BMPR2, PPH1, POVD1;True
ENSG00000163599;Cytotoxic T-lymphocyte-associated serine esterase-4;NotRelevant;;Autoimmune lymphoproliferative syndrome, type V, 616100 (3), Autosomal dominant{Systemic lupus erythematosus, susceptibility to}, 152700 (3);chr2;CTLA4, IDDM12, CELIAC3, ALPS5;True
ENSG00000163600;Inducible costimulator;NotRelevant;;Immunodeficiency, common variable, 1, 607594 (3), Autosomal recessiveImmunodeficiency, common variable, 1, 607594 (3);chr2;ICOS, AILIM, CVID1;True
ENSG00000023228;NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kD;NotRelevant;;Mitochondrial complex I deficiency, nuclear type 5, 618226 (3)Mitochondrial complex I deficiency, nuclear type 5, 618226 (3);chr2;NDUFS1, MC1DN5;False
ENSG00000118246;FAST kinase domains 2;NotRelevant;mutation identified in 1 family;?Mitochondrial complex IV deficiency, 220110 (3), Autosomal recessive, Mitochondrial?Mitochondrial complex IV deficiency, 220110 (3);chr2;FASTKD2, KIAA0971;True
ENSG00000118260;cAMP-response element-binding protein-1;NotRelevant;fusion gene with EWSR1;Histiocytoma, angiomatoid fibrous, somatic, 612160 (3)Histiocytoma, angiomatoid fibrous, somatic, 612160 (3);chr2;CREB1;False
ENSG00000118231;Crystallin, gamma D;NotRelevant;;Cataract 4, multiple types, 115700 (3), Autosomal dominantCataract 4, multiple types, 115700 (3);chr2;CRYGD, CRYG4, CTRCT4, CACA, CCA3, PCC;True
ENSG00000163254;Crystallin, gamma C;NotRelevant;;Cataract 2, multiple types, 604307 (3), Autosomal dominantCataract 2, multiple types, 604307 (3);chr2;CRYGC, CRYG3, CTRCT2, CCL;True
ENSG00000182187;Crystallin, gamma B;NotRelevant;;Cataract 39, multiple types, autosomal dominant, 615188 (3), Autosomal dominantCataract 39, multiple types, autosomal dominant, 615188 (3);chr2;CRYGB, CRYG2, CTRCT39;True
ENSG00000138413;Isocitrate dehydrogenase, soluble;NotRelevant;;{Glioma, susceptibility to, somatic}, 137800 (3){Glioma, susceptibility to, somatic}, 137800 (3);chr2;IDH1;False
ENSG00000115020;Phosphatidylinositol kinase, FYVE-finger containing;NotRelevant;;Corneal fleck dystrophy, 121850 (3), Autosomal dominantCorneal fleck dystrophy, 121850 (3);chr2;PIKFYVE, PIP5K3;True
ENSG00000144406;Unc-80 homolog, NALCN activator;NotRelevant;;Hypotonia, infantile, with psychomotor retardation and characteristic facies 2, 616801 (3), Autosomal recessiveHypotonia, infantile, with psychomotor retardation and characteristic facies 2, 616801 (3);chr2;UNC80, C2orf21, KIAA1843;True
ENSG00000021826;Carbamoyl-phosphate synthetase 1, mitochondrial;NotRelevant;urea cycle enzyme;Carbamoylphosphate synthetase I deficiency, 237300 (3), Autosomal recessive{Venoocclusive disease after bone marrow transplantation} (3);chr2;CPS1, PHN;True
ENSG00000178568;Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4;NotRelevant;;Amyotrophic lateral sclerosis 19, 615515 (3), Autosomal dominantAmyotrophic lateral sclerosis 19, 615515 (3);chr2;ERBB4, HER4, ALS19;True
ENSG00000138376;BRCA1-associated RING domain 1;NotRelevant;;{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation{Breast cancer, susceptibility to}, 114480 (3);chr2;BARD1;True
